"UF","nome","codmun","ano","mes","populacao","pib_capita","nascimentos","mortes","taxa_isolamento"
"PA","Afuá",150030,2020,5,39567,9207.83,90,17,0.53607974632383
"PA","Água Azul do Norte",150034,2020,2,27615,15529.79,34,5,0.316054716212925
"PA","Água Azul do Norte",150034,2020,3,27615,15529.79,23,4,0.35443571569755
"PA","Água Azul do Norte",150034,2020,4,27615,15529.79,17,4,0.379409353964191
"PA","Água Azul do Norte",150034,2020,5,27615,15529.79,17,3,0.400474339538166
"PA","Alenquer",150040,2020,2,57092,10034.93,181,14,0.251425561163296
"PA","Alenquer",150040,2020,3,57092,10034.93,165,12,0.328752417718601
"PA","Alenquer",150040,2020,4,57092,10034.93,80,20,0.37848757280888
"PA","Alenquer",150040,2020,5,57092,10034.93,84,32,0.399507634340238
"PA","Almeirim",150050,2020,2,34076,17327.19,111,10,0.286330531339274
"PA","Almeirim",150050,2020,3,34076,17327.19,112,12,0.352451626725285
"PA","Almeirim",150050,2020,4,34076,17327.19,53,19,0.403345003689123
"PA","Almeirim",150050,2020,5,34076,17327.19,58,18,0.445786899487189
"PA","Altamira",150060,2020,2,115969,24049.71,326,65,0.308306750630636
"PA","Altamira",150060,2020,3,115969,24049.71,372,62,0.385752867161572
"PA","Altamira",150060,2020,4,115969,24049.71,233,63,0.429187745113457
"PA","Altamira",150060,2020,5,115969,24049.71,165,66,0.454863558822887
"PA","Anajás",150070,2020,2,29688,7166.52,133,5,0.345205460650045
"PA","Anajás",150070,2020,3,29688,7166.52,93,4,0.459111036622762
"PA","Anajás",150070,2020,4,29688,7166.52,62,7,0.504455444547167
"PA","Anajás",150070,2020,5,29688,7166.52,61,11,0.589041467489536
"PA","Ananindeua",150080,2020,2,535547,14314.96,754,230,0.304421153624467
"PA","Ananindeua",150080,2020,3,535547,14314.96,757,273,0.398873145481486
"PA","Ananindeua",150080,2020,4,535547,14314.96,414,503,0.484491744575952
"PA","Ananindeua",150080,2020,5,535547,14314.96,351,717,0.494338989849631
"PA","Anapu",150085,2020,2,28607,13582.65,86,6,0.308208233152816
"PA","Anapu",150085,2020,3,28607,13582.65,97,11,0.379645261465541
"PA","Anapu",150085,2020,4,28607,13582.65,60,16,0.423153093979191
"PA","Anapu",150085,2020,5,28607,13582.65,37,12,0.446806089248992
"PA","Augusto Corrêa",150090,2020,2,46471,6719.53,118,12,0.318768940399244
"PA","Augusto Corrêa",150090,2020,3,46471,6719.53,116,13,0.385702967417256
"PA","Augusto Corrêa",150090,2020,4,46471,6719.53,65,24,0.433261103315029
"PA","Augusto Corrêa",150090,2020,5,46471,6719.53,58,39,0.456108146886502
"PA","Aurora do Pará",150095,2020,2,31773,8442.6,62,7,0.283693412965613
"PA","Aurora do Pará",150095,2020,3,31773,8442.6,41,8,0.369363568454998
"PA","Aurora do Pará",150095,2020,4,31773,8442.6,32,15,0.416802864477017
"PA","Aurora do Pará",150095,2020,5,31773,8442.6,36,10,0.433218444685649
"PA","Baião",150120,2020,2,48459,7471.71,76,10,0.284904678556009
"PA","Baião",150120,2020,3,48459,7471.71,85,14,0.378285341051046
"PA","Baião",150120,2020,4,48459,7471.71,45,13,0.459769885454311
"PA","Baião",150120,2020,5,48459,7471.71,34,14,0.523150613825041
"PA","Barcarena",150130,2020,2,127027,38739.32,337,38,0.292103843653382
"PA","Barcarena",150130,2020,3,127027,38739.32,337,53,0.372433226486967
"PA","Barcarena",150130,2020,4,127027,38739.32,221,53,0.43684584802906
"PA","Barcarena",150130,2020,5,127027,38739.32,202,161,0.445604716781895
"PA","Belém",150140,2020,2,1499641,21191.47,2650,788,0.310430574444174
"PA","Belém",150140,2020,3,1499641,21191.47,2460,996,0.413086213427028
"PA","Belém",150140,2020,4,1499641,21191.47,1320,2229,0.510919245493658
"PA","Belém",150140,2020,5,1499641,21191.47,1255,2520,0.516164779313101
"PA","Belterra",150145,2020,2,17839,9032.66,45,10,0.294850412060522
"PA","Belterra",150145,2020,3,17839,9032.66,42,12,0.388981100564168
"PA","Belterra",150145,2020,4,17839,9032.66,19,7,0.423108159091184
"PA","Belterra",150145,2020,5,17839,9032.66,15,17,0.440748112425419
"PA","Benevides",150150,2020,2,63768,25772.35,121,27,0.312089920342077
"PA","Benevides",150150,2020,3,63768,25772.35,117,31,0.399172677576308
"PA","Benevides",150150,2020,4,63768,25772.35,64,49,0.466989586163332
"PA","Benevides",150150,2020,5,63768,25772.35,59,62,0.478212218949961
"PA","Bom Jesus do Tocantins",150157,2020,2,17118,10451.71,49,10,0.27052353173888
"PA","Bom Jesus do Tocantins",150157,2020,3,17118,10451.71,43,11,0.314368094724826
"PA","Bom Jesus do Tocantins",150157,2020,4,17118,10451.71,36,2,0.378613189961828
"PA","Bom Jesus do Tocantins",150157,2020,5,17118,10451.71,22,8,0.381411206586173
"PA","Bragança",150170,2020,2,128914,8920.18,258,67,0.315933510493444
"PA","Bragança",150170,2020,3,128914,8920.18,268,61,0.409423231173295
"PA","Bragança",150170,2020,4,128914,8920.18,139,78,0.484916075317793
"PA","Bragança",150170,2020,5,128914,8920.18,148,186,0.510770080008904
"PA","Brasil Novo",150172,2020,2,14983,16581.6,52,5,0.282132793354877
"PA","Brasil Novo",150172,2020,3,14983,16581.6,58,16,0.357478991899518
"PA","Brasil Novo",150172,2020,4,14983,16581.6,23,12,0.357950683605375
"PA","Brasil Novo",150172,2020,5,14983,16581.6,25,14,0.388916030633984
"PA","Breu Branco",150178,2020,2,67332,8800.88,109,17,0.315850002802319
"PA","Breu Branco",150178,2020,3,67332,8800.88,117,24,0.389797212305217
"PA","Breu Branco",150178,2020,4,67332,8800.88,56,22,0.394506052621277
"PA","Breu Branco",150178,2020,5,67332,8800.88,63,36,0.419977307679982
"PA","Breves",150180,2020,2,103497,7986.65,399,29,0.299180627073605
"PA","Breves",150180,2020,3,103497,7986.65,369,27,0.39557261641565
"PA","Breves",150180,2020,4,103497,7986.65,218,37,0.473981024542254
"PA","Breves",150180,2020,5,103497,7986.65,213,75,0.56678384285281
"PA","Bujaru",150190,2020,2,29427,15721.51,65,13,0.351993524028983
"PA","Bujaru",150190,2020,3,29427,15721.51,39,10,0.420970033660153
"PA","Bujaru",150190,2020,4,29427,15721.51,24,10,0.458754250818981
"PA","Bujaru",150190,2020,5,29427,15721.51,43,21,0.523397389139518
"PA","Cachoeira do Piriá",150195,2020,2,34609,5408.39,47,4,0.32149204396645
"PA","Cachoeira do Piriá",150195,2020,3,34609,5408.39,36,6,0.469151809349026
"PA","Cachoeira do Piriá",150195,2020,4,34609,5408.39,16,3,0.463454459392821
"PA","Cachoeira do Piriá",150195,2020,5,34609,5408.39,25,5,0.508728851282635
"PA","Cachoeira do Arari",150200,2020,2,24064,7811.71,53,4,0.378071625830929
"PA","Cachoeira do Arari",150200,2020,3,24064,7811.71,46,6,0.462155547021105
"PA","Cachoeira do Arari",150200,2020,4,24064,7811.71,18,3,0.482726120146444
"PA","Cachoeira do Arari",150200,2020,5,24064,7811.71,21,19,0.544690421806925
"PA","Cametá",150210,2020,2,139364,8333.51,369,38,0.307985602855247
"PA","Cametá",150210,2020,3,139364,8333.51,396,47,0.411728969299501
"PA","Cametá",150210,2020,4,139364,8333.51,214,38,0.502643331324434
"PA","Cametá",150210,2020,5,139364,8333.51,185,103,0.527102786625405
"PA","Canaã dos Carajás",150215,2020,2,38103,197137.69,206,10,0.287568744178999
"PA","Canaã dos Carajás",150215,2020,3,38103,197137.69,209,25,0.351258150315785
"PA","Canaã dos Carajás",150215,2020,4,38103,197137.69,104,16,0.392890847606284
"PA","Canaã dos Carajás",150215,2020,5,38103,197137.69,115,25,0.426227714820839
"PA","Capanema",150220,2020,2,69431,14974.3,139,31,0.308639447313259
"PA","Capanema",150220,2020,3,69431,14974.3,157,39,0.3969884476643
"PA","Capanema",150220,2020,4,69431,14974.3,60,43,0.448339739902278
"PA","Capanema",150220,2020,5,69431,14974.3,63,105,0.465420781647539
"PA","Capitão Poço",150230,2020,2,54425,9217.63,135,27,0.304659149755762
"PA","Capitão Poço",150230,2020,3,54425,9217.63,144,20,0.372742404342204
"PA","Capitão Poço",150230,2020,4,54425,9217.63,81,27,0.423887762345966
"PA","Capitão Poço",150230,2020,5,54425,9217.63,61,46,0.453525865441303
"PA","Castanhal",150240,2020,2,203251,19728.13,528,82,0.299829259238867
"PA","Castanhal",150240,2020,3,203251,19728.13,512,124,0.391130421629495
"PA","Castanhal",150240,2020,4,203251,19728.13,250,126,0.454689851116956
"PA","Castanhal",150240,2020,5,203251,19728.13,234,311,0.486495244509431
"PA","Conceição do Araguaia",150270,2020,2,47991,11577.95,105,25,0.289951621895693
"PA","Conceição do Araguaia",150270,2020,3,47991,11577.95,100,17,0.35853793192293
"PA","Conceição do Araguaia",150270,2020,4,47991,11577.95,57,20,0.38402487827687
"PA","Conceição do Araguaia",150270,2020,5,47991,11577.95,51,25,0.387850190908135
"PA","Concórdia do Pará",150275,2020,2,33781,8940.13,44,10,0.282950385786335
"PA","Concórdia do Pará",150275,2020,3,33781,8940.13,69,6,0.349253217752774
"PA","Concórdia do Pará",150275,2020,4,33781,8940.13,39,14,0.400870933336964
"PA","Concórdia do Pará",150275,2020,5,33781,8940.13,43,19,0.412899960418737
"PA","Curionópolis",150277,2020,2,17846,45532.54,46,10,0.27429029068492
"PA","Curionópolis",150277,2020,3,17846,45532.54,63,19,0.329504899035302
"PA","Curionópolis",150277,2020,4,17846,45532.54,25,9,0.365456272507227
"PA","Curionópolis",150277,2020,5,17846,45532.54,24,21,0.389395174688803
"PA","Curralinho",150280,2020,2,34994,14591.11,95,6,0.343375836734331
"PA","Curralinho",150280,2020,3,34994,14591.11,76,8,0.393373317931777
"PA","Curralinho",150280,2020,4,34994,14591.11,54,7,0.458715319476168
"PA","Curralinho",150280,2020,5,34994,14591.11,42,9,0.534171967553442
"PA","Curuçá",150290,2020,2,40584,7355.01,65,16,0.320770608096927
"PA","Curuçá",150290,2020,3,40584,7355.01,72,23,0.389570717114772
"PA","Curuçá",150290,2020,4,40584,7355.01,44,33,0.458197032411159
"PA","Curuçá",150290,2020,5,40584,7355.01,32,64,0.481266131135414
"PA","Dom Eliseu",150293,2020,2,60469,11626.49,85,18,0.287492375064073
"PA","Dom Eliseu",150293,2020,3,60469,11626.49,92,20,0.372940814785118
"PA","Dom Eliseu",150293,2020,4,60469,11626.49,58,20,0.401882746347123
"PA","Dom Eliseu",150293,2020,5,60469,11626.49,58,27,0.413807177583482
"PA","Eldorado do Carajás",150295,2020,2,33940,11216.38,65,3,0.296682012699125
"PA","Eldorado do Carajás",150295,2020,3,33940,11216.38,84,15,0.356728608452483
"PA","Eldorado do Carajás",150295,2020,4,33940,11216.38,40,11,0.375833231353575
"PA","Eldorado do Carajás",150295,2020,5,33940,11216.38,37,19,0.411087082799308
"PA","Floresta do Araguaia",150304,2020,2,20525,16942.98,53,9,0.302119932436926
"PA","Floresta do Araguaia",150304,2020,3,20525,16942.98,38,12,0.384253980731037
"PA","Floresta do Araguaia",150304,2020,4,20525,16942.98,28,6,0.392107046374242
"PA","Floresta do Araguaia",150304,2020,5,20525,16942.98,29,10,0.393394769504096
"PA","Garrafão do Norte",150307,2020,2,26111,8407.2,75,10,0.315655923120553
"PA","Garrafão do Norte",150307,2020,3,26111,8407.2,68,10,0.386124611520868
"PA","Garrafão do Norte",150307,2020,4,26111,8407.2,41,11,0.402974688208494
"PA","Garrafão do Norte",150307,2020,5,26111,8407.2,24,20,0.460839407857274
"PA","Goianésia do Pará",150309,2020,2,41081,8517.09,94,11,0.256042969909697
"PA","Goianésia do Pará",150309,2020,3,41081,8517.09,78,7,0.335416430276699
"PA","Goianésia do Pará",150309,2020,4,41081,8517.09,34,12,0.344175954046982
"PA","Goianésia do Pará",150309,2020,5,41081,8517.09,51,19,0.363365030194572
"PA","Gurupá",150310,2020,2,33755,8176.92,65,7,0.342695920708265
"PA","Gurupá",150310,2020,3,33755,8176.92,65,7,0.404514741219909
"PA","Gurupá",150310,2020,4,33755,8176.92,62,7,0.431069569253435
"PA","Gurupá",150310,2020,5,33755,8176.92,56,14,0.553478780072531
"PA","Igarapé-Açu",150320,2020,2,39023,9202.31,89,15,0.300983875551696
"PA","Igarapé-Açu",150320,2020,3,39023,9202.31,78,30,0.39221561114786
"PA","Igarapé-Açu",150320,2020,4,39023,9202.31,37,21,0.447788851807996
"PA","Igarapé-Açu",150320,2020,5,39023,9202.31,41,46,0.477929954880275
"PA","Igarapé-Miri",150330,2020,2,63036,6251.33,178,15,0.295118148812136
"PA","Igarapé-Miri",150330,2020,3,63036,6251.33,154,21,0.358242167449293
"PA","Igarapé-Miri",150330,2020,4,63036,6251.33,88,30,0.448190876128813
"PA","Igarapé-Miri",150330,2020,5,63036,6251.33,75,64,0.523327141930893
"PA","Ipixuna do Pará",150345,2020,2,65625,8311.48,89,12,0.294235018135479
"PA","Ipixuna do Pará",150345,2020,3,65625,8311.48,80,13,0.373185825610325
"PA","Ipixuna do Pará",150345,2020,4,65625,8311.48,54,16,0.433818674506311
"PA","Ipixuna do Pará",150345,2020,5,65625,8311.48,46,30,0.47567481435633
"PA","Irituia",150350,2020,2,32595,6568.83,55,16,0.286193613963555
"PA","Irituia",150350,2020,3,32595,6568.83,76,14,0.364111064103156
"PA","Irituia",150350,2020,4,32595,6568.83,37,18,0.43705608864754
"PA","Irituia",150350,2020,5,32595,6568.83,40,21,0.509356544316428
"PA","Itaituba",150360,2020,2,101395,17949.27,389,46,0.308303167270108
"PA","Itaituba",150360,2020,3,101395,17949.27,396,73,0.370396705775488
"PA","Itaituba",150360,2020,4,101395,17949.27,214,58,0.403303920348516
"PA","Itaituba",150360,2020,5,101395,17949.27,202,84,0.421153316562189
"PA","Itupiranga",150370,2020,2,53355,9760.03,142,16,0.287536983720933
"PA","Itupiranga",150370,2020,3,53355,9760.03,120,24,0.361064009831383
"PA","Itupiranga",150370,2020,4,53355,9760.03,54,26,0.402795538030817
"PA","Itupiranga",150370,2020,5,53355,9760.03,54,27,0.414687733053964
"PA","Jacareacanga",150375,2020,2,7590,51864.99,99,5,0.326128262893454
"PA","Jacareacanga",150375,2020,3,7590,51864.99,81,8,0.399713980587955
"PA","Jacareacanga",150375,2020,4,7590,51864.99,41,5,0.400097633922869
"PA","Jacareacanga",150375,2020,5,7590,51864.99,64,12,0.453271088909721
"PA","Jacundá",150380,2020,2,59842,8283.6,123,29,0.27543596676875
"PA","Jacundá",150380,2020,3,59842,8283.6,99,23,0.348880620910563
"PA","Jacundá",150380,2020,4,59842,8283.6,59,24,0.372180343685294
"PA","Jacundá",150380,2020,5,59842,8283.6,49,29,0.362690863203282
"PA","Juruti",150390,2020,2,58960,17514.79,169,14,0.258240573150753
"PA","Juruti",150390,2020,3,58960,17514.79,154,12,0.329105463181544
"PA","Juruti",150390,2020,4,58960,17514.79,104,22,0.399009262268872
"PA","Juruti",150390,2020,5,58960,17514.79,95,45,0.400683366032385
"PA","Mãe do Rio",150405,2020,2,30235,9794.11,85,15,0.277355859180142
"PA","Mãe do Rio",150405,2020,3,30235,9794.11,87,23,0.341452081574569
"PA","Mãe do Rio",150405,2020,4,30235,9794.11,43,16,0.384564104522483
"PA","Mãe do Rio",150405,2020,5,30235,9794.11,36,29,0.436461605705676
"PA","Marabá",150420,2020,2,283542,31920.2,700,131,0.299799139387206
"PA","Marabá",150420,2020,3,283542,31920.2,698,133,0.374469933929352
"PA","Marabá",150420,2020,4,283542,31920.2,450,116,0.424270567019081
"PA","Marabá",150420,2020,5,283542,31920.2,329,261,0.433705556034256
"PA","Maracanã",150430,2020,2,29516,7971.52,55,9,0.333726512795661
"PA","Maracanã",150430,2020,3,29516,7971.52,42,8,0.413952843032703
"PA","Maracanã",150430,2020,4,29516,7971.52,33,15,0.456653113145955
"PA","Maracanã",150430,2020,5,29516,7971.52,29,42,0.528386549495627
"PA","Marapanim",150440,2020,2,28450,8311.98,47,14,0.328361205201362
"PA","Marapanim",150440,2020,3,28450,8311.98,36,15,0.409315464757327
"PA","Marapanim",150440,2020,4,28450,8311.98,23,12,0.470579961697402
"PA","Marapanim",150440,2020,5,28450,8311.98,24,33,0.523297534005768
"PA","Marituba",150442,2020,2,133685,14706.6,199,41,0.300970389383999
"PA","Marituba",150442,2020,3,133685,14706.6,217,68,0.384216591975682
"PA","Marituba",150442,2020,4,133685,14706.6,145,92,0.458909466341396
"PA","Marituba",150442,2020,5,133685,14706.6,131,130,0.466023755498243
"PA","Medicilândia",150445,2020,2,31975,19671.8,79,8,0.318462405106621
"PA","Medicilândia",150445,2020,3,31975,19671.8,52,12,0.385624751804111
"PA","Medicilândia",150445,2020,4,31975,19671.8,38,11,0.40952633284413
"PA","Medicilândia",150445,2020,5,31975,19671.8,29,13,0.452044516082564
"PA","Mocajuba",150460,2020,2,31530,9588.54,77,9,0.3059695865765
"PA","Mocajuba",150460,2020,3,31530,9588.54,66,13,0.392985901162211
"PA","Mocajuba",150460,2020,4,31530,9588.54,41,9,0.433199080100443
"PA","Mocajuba",150460,2020,5,31530,9588.54,42,34,0.48758489873576
"PA","Moju",150470,2020,2,83182,11653.36,147,26,0.329887746521302
"PA","Moju",150470,2020,3,83182,11653.36,155,33,0.406961168491271
"PA","Moju",150470,2020,4,83182,11653.36,90,35,0.451257360150357
"PA","Moju",150470,2020,5,83182,11653.36,87,68,0.504187184426424
"PA","Monte Alegre",150480,2020,2,58162,12455.01,186,21,0.276161382967249
"PA","Monte Alegre",150480,2020,3,58162,12455.01,170,21,0.341829403797011
"PA","Monte Alegre",150480,2020,4,58162,12455.01,84,26,0.384788819519247
"PA","Monte Alegre",150480,2020,5,58162,12455.01,84,32,0.418352649476715
"PA","Muaná",150490,2020,2,40906,6472.59,109,8,0.289449173679101
"PA","Muaná",150490,2020,3,40906,6472.59,72,10,0.379712840129516
"PA","Muaná",150490,2020,4,40906,6472.59,50,7,0.447136549818025
"PA","Muaná",150490,2020,5,40906,6472.59,56,28,0.516188107886616
"PA","Nova Ipixuna",150497,2020,2,16854,8263.67,34,7,0.258248963982525
"PA","Nova Ipixuna",150497,2020,3,16854,8263.67,30,4,0.343828111797567
"PA","Nova Ipixuna",150497,2020,4,16854,8263.67,14,4,0.388381654597828
"PA","Nova Ipixuna",150497,2020,5,16854,8263.67,16,8,0.407590675152929
"PA","Nova Timboteua",150500,2020,2,15506,7801.32,20,10,0.331456810497448
"PA","Nova Timboteua",150500,2020,3,15506,7801.32,26,5,0.414352855512073
"PA","Nova Timboteua",150500,2020,4,15506,7801.32,8,6,0.457220859535397
"PA","Nova Timboteua",150500,2020,5,15506,7801.32,10,9,0.481224278001391
"PA","Novo Progresso",150503,2020,2,25766,22691.73,98,12,0.334531115768999
"PA","Novo Progresso",150503,2020,3,25766,22691.73,89,7,0.408846197158748
"PA","Novo Progresso",150503,2020,4,25766,22691.73,63,14,0.408006557973348
"PA","Novo Progresso",150503,2020,5,25766,22691.73,58,14,0.404865879428621
"PA","Novo Repartimento",150506,2020,2,77214,11449.04,198,25,0.275943495174821
"PA","Novo Repartimento",150506,2020,3,77214,11449.04,192,24,0.344912465192483
"PA","Novo Repartimento",150506,2020,4,77214,11449.04,108,31,0.36608057796042
"PA","Novo Repartimento",150506,2020,5,77214,11449.04,94,30,0.42403886654976
"PA","Óbidos",150510,2020,2,52306,12336.86,168,17,0.297762323427808
"PA","Óbidos",150510,2020,3,52306,12336.86,156,19,0.366233870309834
"PA","Óbidos",150510,2020,4,52306,12336.86,76,19,0.409985522834874
"PA","Óbidos",150510,2020,5,52306,12336.86,102,26,0.416478255491924
"PA","Oeiras do Pará",150520,2020,2,32850,12077.28,61,13,0.270027201848313
"PA","Oeiras do Pará",150520,2020,3,32850,12077.28,63,13,0.314280985887718
"PA","Oeiras do Pará",150520,2020,4,32850,12077.28,47,11,0.427882326573802
"PA","Oeiras do Pará",150520,2020,5,32850,12077.28,29,23,0.462538088395869
"PA","Oriximiná",150530,2020,2,74016,22543.08,217,25,0.268180498404489
"PA","Oriximiná",150530,2020,3,74016,22543.08,253,27,0.31664557564691
"PA","Oriximiná",150530,2020,4,74016,22543.08,119,14,0.384111441163023
"PA","Oriximiná",150530,2020,5,74016,22543.08,155,40,0.377129656916044
"PA","Ourém",150540,2020,2,17961,9544.04,50,10,0.32830195491639
"PA","Ourém",150540,2020,3,17961,9544.04,41,12,0.431363520664358
"PA","Ourém",150540,2020,4,17961,9544.04,16,9,0.475076990814259
"PA","Ourém",150540,2020,5,17961,9544.04,19,7,0.463286327388308
"PA","Ourilândia do Norte",150543,2020,2,33335,18895.86,103,13,0.287777045058361
"PA","Ourilândia do Norte",150543,2020,3,33335,18895.86,82,10,0.349153770348672
"PA","Ourilândia do Norte",150543,2020,4,33335,18895.86,65,10,0.376516916778646
"PA","Ourilândia do Norte",150543,2020,5,33335,18895.86,54,12,0.396318821992001
"PA","Pacajá",150548,2020,2,48414,12677.22,122,11,0.320523229339457
"PA","Pacajá",150548,2020,3,48414,12677.22,130,19,0.372082836874945
"PA","Pacajá",150548,2020,4,48414,12677.22,66,12,0.391256079511516
"PA","Pacajá",150548,2020,5,48414,12677.22,60,27,0.44399539228917
"PA","Paragominas",150550,2020,2,114503,23685.18,27,39,0.295605594197736
"PA","Paragominas",150550,2020,3,114503,23685.18,23,42,0.375387308846579
"PA","Paragominas",150550,2020,4,114503,23685.18,18,39,0.417015133518837
"PA","Paragominas",150550,2020,5,114503,23685.18,11,105,0.448545342586395
